L62	CLsat1	145.8	CLsat2	92.8	-53	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L63	CLsat1	148.5	CLsat2	95.6	-52.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L64	CLsat1	140.2	CLsat2	93.9	-46.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L65	CLsat1	149.7	CLsat2	97.4	-52.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L66	CLsat1	148.9	CLsat2	97.9	-51	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L67	CLsat1	145.5	CLsat2	97	-48.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L68	CLsat1	149.2	CLsat2	95.9	-53.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L69	CLsat1	146.5	CLsat2	94.3	-52.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L70	CLsat1	147.5	CLsat2	99.2	-48.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L71	CLsat1	142.3	CLsat2	90.9	-51.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L72	CLsat1	141.7	CLsat2	92.7	-49	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L73	CLsat1	139.4	CLsat2	90.2	-49.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L74	CLsat1	141.1	CLsat2	91.1	-50	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L75	CLsat1	151.9	CLsat2	94.5	-57.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L76	CLsat1	150.2	CLsat2	99.1	-51.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L77	CLsat1	148.2	CLsat2	97.5	-50.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L78	CLsat1	130	CLsat2	86.7	-43.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L79	CLsat1	145	CLsat2	94.1	-50.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L80	CLsat1	148.2	CLsat2	95.7	-52.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L81	CLsat1	149.7	CLsat2	96	-53.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L82	CLsat1	152.1	CLsat2	96.5	-55.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L83	CLsat1	151.2	CLsat2	94.8	-56.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L84	CLsat1	138.4	CLsat2	89.8	-48.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L85	CLsat1	145.4	CLsat2	92.3	-53.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L86	CLsat1	139.2	CLsat2	94.4	-44.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L87	CLsat1	146.6	CLsat2	92.2	-54.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L88	CLsat1	148.3	CLsat2	97.7	-50.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L89	CLsat1	143.3	CLsat2	89.2	-54.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L90	CLsat1	142.6	CLsat2	90.2	-52.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L91	CLsat1	140.1	CLsat2	91.4	-48.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L92	CLsat1	140.4	CLsat2	90.8	-49.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L93	CLsat1	149.4	CLsat2	97.2	-52.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L94	CLsat1	145	CLsat2	93.5	-51.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L95	CLsat1	147.9	CLsat2	95.1	-52.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L96	CLsat1	149.8	CLsat2	96.3	-53.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L97	CLsat1	153.2	CLsat2	94.2	-59	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L98	CLsat1	141.8	CLsat2	92.3	-49.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L99	CLsat1	148.4	CLsat2	95.8	-52.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L100	CLsat1	147	CLsat2	93.5	-53.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L101	CLsat1	148.6	CLsat2	94.5	-54.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L102	CLsat1	141.6	CLsat2	91.8	-49.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L103	CLsat1	144	CLsat2	96.1	-47.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L104	CLsat1	140.5	CLsat2	93.1	-47.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L105	CLsat1	146.5	CLsat2	92.7	-53.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L106	CLsat1	146.8	CLsat2	92.2	-54.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L107	CLsat1	151.5	CLsat2	101.8	-49.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L108	CLsat1	144.8	CLsat2	96.2	-48.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L109	CLsat1	149.9	CLsat2	100.7	-49.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L110	CLsat1	156.1	CLsat2	101.1	-55	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L111	CLsat1	153	CLsat2	100.3	-52.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L112	CLsat1	166.5	CLsat4	130.6	35.9	SEED_CONFLICT_RESOLVED	CLsat1,CLsat4
L113	CLsat3	156.4	CLsat2	103.8	-52.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L114.2	CLsat1	164	CLsat3	140.3	23.7	SEGMENT_RESOLVED	CLsat1
L115	CLsat1	159.5	CLsat2	110.2	-49.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L116.1	CLsat4	127.4	CLsat1	82.4	45	SEGMENT_RESOLVED	CLsat1,CLsat4
L116.2	CLsat1	151.8	CLsat4	127.4	24.4	SEGMENT_RESOLVED	CLsat1,CLsat4
L117	CLsat1	149.5	CLsat2	99.2	-50.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L118	CLsat1	143.2	CLsat2	94.9	-48.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L119	CLsat1	146.8	CLsat2	92.5	-54.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L120	CLsat1	139	CLsat2	99.1	-39.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L121	CLsat1	154.1	CLsat3	117.5	-36.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L122	CLsat1	149.9	CLsat2	101.6	-48.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L123.1	CLsat4	126	CLsat1	80.2	45.8	SEGMENT_RESOLVED	CLsat1,CLsat4
L123.2	CLsat1	155.2	CLsat4	121.9	33.3	SEGMENT_RESOLVED	CLsat1,CLsat4
L124.1	CLsat3	84.3	CLsat1	82.3	2	SEGMENT_RESOLVED_AMBIGUOUS	CLsat1,CLsat4
L124.2	CLsat1	162.7	CLsat4	129.4	33.3	SEGMENT_RESOLVED	CLsat1,CLsat4
L125	CLsat3	158	CLsat2	100.1	-57.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L126	CLsat3	170.6	CLsat1	148	-22.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L127	CLsat1	165.2	CLsat2	107.6	-57.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L128	CLsat1	161.1	CLsat2	106.9	-54.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L129	CLsat1	157.1	CLsat4	133.8	23.3	SEED_CONFLICT_RESOLVED	CLsat1,CLsat4
L130	CLsat1	167.7	CLsat4	131.4	36.3	SEED_CONFLICT_RESOLVED	CLsat1,CLsat4
L131.1	CLsat4	128.8	CLsat1	81.6	47.2	SEGMENT_RESOLVED	CLsat1,CLsat4
L131.2	CLsat1	153.8	CLsat4	117.5	36.3	SEGMENT_RESOLVED	CLsat1,CLsat4
L132.1	CLsat4	126.2	CLsat1	79.7	46.5	SEGMENT_RESOLVED	CLsat1,CLsat4
L132.2	CLsat1	154.6	CLsat4	129	25.6	SEGMENT_RESOLVED	CLsat1,CLsat4
L133.1	CLsat4	132.2	CLsat1	82.2	50	SEGMENT_RESOLVED	CLsat1,CLsat4
L133.2	CLsat1	155.5	CLsat4	115.5	40	SEGMENT_RESOLVED	CLsat1,CLsat4
L134	CLsat1	163.3	CLsat4	127.8	35.5	SEED_CONFLICT_RESOLVED	CLsat1,CLsat4
L135.2	CLsat1	155.8	CLsat2	103.8	52	SEGMENT_RESOLVED	CLsat1
L136	CLsat1	165	CLsat2	108.8	-56.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L137	CLsat1	153.9	CLsat2	100.6	-53.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L138	CLsat1	158.5	CLsat4	130.3	28.2	SEED_CONFLICT_RESOLVED	CLsat1,CLsat4
L139	CLsat3	160.2	CLsat1	147.9	12.3	SEED_CONFLICT_RESOLVED_AMBIGUOUS	CLsat1,CLsat3
L140.1	CLsat3	166.8	CLsat1	143.3	23.5	SEGMENT_RESOLVED	CLsat1,CLsat3
L140.2	CLsat1	160.5	CLsat2	105.2	55.3	SEGMENT_RESOLVED	CLsat1,CLsat3
L141.1	CLsat4	126.1	CLsat1	80.5	45.6	SEGMENT_RESOLVED	CLsat1,CLsat4
L141.2	CLsat1	149.5	CLsat4	124.5	25	SEGMENT_RESOLVED	CLsat1,CLsat4
L142	CLsat1	157.7	CLsat2	98.1	-59.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L143	CLsat1	157	CLsat2	99.7	-57.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L144	CLsat1	155.4	CLsat2	101.1	-54.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L145.1	CLsat3	148.4	CLsat1	128.1	20.3	SEGMENT_RESOLVED	CLsat1,CLsat4
L145.2	CLsat1	169.2	CLsat3	142	27.2	SEGMENT_RESOLVED	CLsat1,CLsat4
L146	CLsat1	162.9	CLsat2	105.2	-57.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L147	CLsat1	150.5	CLsat2	102.7	-47.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L148	CLsat1	168	CLsat4	128.2	39.8	SEED_CONFLICT_RESOLVED	CLsat1,CLsat4
L149	CLsat1	153.6	CLsat2	101.9	-51.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L150	CLsat1	139.8	CLsat2	95.6	-44.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L151	CLsat1	145.8	CLsat2	96.7	-49.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L152	CLsat1	163.8	CLsat2	110.8	-53	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L153.1	CLsat1	160.1	CLsat2	103.9	56.2	SEGMENT_RESOLVED	CLsat1,CLsat3
L153.2	CLsat3	169.8	CLsat1	126.3	43.5	SEGMENT_RESOLVED	CLsat1,CLsat3
L154	CLsat3	137.3	CLsat1	101.3	-36	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L155	CLsat3	81.3	CLsat1	75.8	-5.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L156	CLsat3	85.1	CLsat1	76.8	-8.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L157	CLsat3	115	CLsat1	115.1	0.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L158.1	CLsat3	156.2	CLsat2	107	49.2	SEGMENT_RESOLVED	CLsat1,CLsat3
L158.2	CLsat1	161	CLsat3	126.3	34.7	SEGMENT_RESOLVED	CLsat1,CLsat3
L159	CLsat3	136.2	CLsat1	106.1	-30.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L160	CLsat1	163.8	CLsat2	109.3	-54.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L161	CLsat1	155.6	CLsat2	107.9	-47.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L162	CLsat1	158.6	CLsat2	106.5	-52.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L163	CLsat1	152.2	CLsat2	102.2	-50	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L164	CLsat1	156.2	CLsat2	106.3	-49.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L165.1	CLsat1	159.3	CLsat2	111	48.3	SEGMENT_RESOLVED	CLsat1,CLsat3
L165.2	CLsat3	176	CLsat1	149.2	26.8	SEGMENT_RESOLVED	CLsat1,CLsat3
L166.1	CLsat3	152.8	CLsat1	132.2	20.6	SEGMENT_RESOLVED	CLsat1,CLsat3
L166.2	CLsat1	168.5	CLsat3	137.4	31.1	SEGMENT_RESOLVED	CLsat1,CLsat3
L167	CLsat1	157.8	CLsat2	108	-49.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L168.1	CLsat3	164.4	CLsat1	138.5	25.9	SEGMENT_RESOLVED	CLsat1
L168.2	CLsat1	158.7	CLsat3	144	14.7	SEGMENT_RESOLVED_AMBIGUOUS	CLsat1
L169.1	CLsat3	165.5	CLsat1	140.8	24.7	SEGMENT_RESOLVED	CLsat1,CLsat3
L169.2	CLsat3	160.4	CLsat1	153	7.4	SEGMENT_RESOLVED_AMBIGUOUS	CLsat1,CLsat3
L170	CLsat1	152.2	CLsat2	96.8	-55.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L171.1	CLsat3	166.6	CLsat1	139.3	27.3	SEGMENT_RESOLVED	CLsat1,CLsat3
L171.2	CLsat1	158.4	CLsat3	135.5	22.9	SEGMENT_RESOLVED	CLsat1,CLsat3
L172.1	CLsat1	150	CLsat3	102.7	47.3	SEGMENT_RESOLVED	CLsat3
L172.2	CLsat3	162.6	CLsat1	136.5	26.1	SEGMENT_RESOLVED	CLsat3
L173	CLsat1	160.5	CLsat2	109.3	-51.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L174.1	CLsat1	162.7	CLsat2	110.8	51.9	SEGMENT_RESOLVED	CLsat1,CLsat3
L174.2	CLsat3	174.7	CLsat1	140.5	34.2	SEGMENT_RESOLVED	CLsat1,CLsat3
L175	CLsat1	148.1	CLsat2	100.5	-47.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L176	CLsat1	156.6	CLsat2	102.6	-54	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L177.2	CLsat3	163.7	CLsat1	138.9	24.8	SEGMENT_RESOLVED	CLsat1,CLsat3
L178	CLsat1	155.6	CLsat2	104.1	-51.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L179	CLsat1	155.3	CLsat2	103.2	-52.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L180	CLsat1	157.2	CLsat2	109.5	-47.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L181	CLsat1	150.6	CLsat2	101.9	-48.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L182.1	CLsat3	168	CLsat1	136.8	31.2	SEGMENT_RESOLVED	CLsat1,CLsat3
L182.2	CLsat3	153.5	CLsat1	149.8	3.7	SEGMENT_RESOLVED_AMBIGUOUS	CLsat1,CLsat3
L183	CLsat1	155.2	CLsat2	107	-48.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L184	CLsat1	163.5	CLsat2	106.8	-56.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L185.1	CLsat3	166.7	CLsat1	132.4	34.3	SEGMENT_RESOLVED	CLsat1,CLsat3
L185.2	CLsat1	149.1	CLsat2	98.2	50.9	SEGMENT_RESOLVED	CLsat1,CLsat3
L186.1	CLsat1	166	CLsat2	110.6	55.4	SEGMENT_RESOLVED	CLsat1,CLsat3
L186.2	CLsat3	172.3	CLsat1	139.2	33.1	SEGMENT_RESOLVED	CLsat1,CLsat3
L187	CLsat3	166.4	CLsat2	100.7	-65.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L188	CLsat1	161.8	CLsat2	106.5	-55.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L189	CLsat1	167	CLsat2	113.4	-53.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L190	CLsat1	151.5	CLsat2	100	-51.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L191	CLsat1	95.4	CLsat3	155.3	59.9	UNIQUE_SEED_CONTRADICTION	CLsat1
L192.2	CLsat1	165.3	CLsat2	107.7	57.6	SEGMENT_RESOLVED	CLsat1
L193.1	CLsat3	167.5	CLsat2	100.4	67.1	SEGMENT_RESOLVED	CLsat1,CLsat3
L193.2	CLsat1	154.3	CLsat3	149.2	5.1	SEGMENT_RESOLVED_AMBIGUOUS	CLsat1,CLsat3
L194	CLsat1	150.9	CLsat2	100.3	-50.6	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L195	CLsat1	148.5	CLsat3	145.8	-2.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L196	CLsat1	165.3	CLsat2	108.9	-56.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L197.1	CLsat3	169.4	CLsat1	143.9	25.5	SEGMENT_RESOLVED	CLsat1,CLsat3
L197.2	CLsat1	154.3	CLsat2	102.2	52.1	SEGMENT_RESOLVED	CLsat1,CLsat3
L198	CLsat3	178.9	CLsat2	107.5	-71.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L199	CLsat3	173	CLsat2	102.3	-70.7	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L200.1	CLsat3	166.9	CLsat1	138.2	28.7	SEGMENT_RESOLVED	CLsat1,CLsat3
L200.2	CLsat1	153	CLsat2	98.4	54.6	SEGMENT_RESOLVED	CLsat1,CLsat3
L201	CLsat3	176.8	CLsat2	104.4	-72.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L202	CLsat1	150.4	CLsat2	100.2	-50.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L203	CLsat3	178.8	CLsat2	107.4	-71.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L204.1	CLsat3	166.5	CLsat1	136.7	29.8	SEGMENT_RESOLVED	CLsat1,CLsat3
L204.2	CLsat1	159	CLsat3	108	51	SEGMENT_RESOLVED	CLsat1,CLsat3
L205.1	CLsat1	157.3	CLsat2	106.8	50.5	SEGMENT_RESOLVED	CLsat1,CLsat3
L205.2	CLsat3	174.5	CLsat1	141.5	33	SEGMENT_RESOLVED	CLsat1,CLsat3
L206	CLsat1	165.6	CLsat2	108.7	-56.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L207	CLsat1	155.2	CLsat2	104.3	-50.9	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L208.1	CLsat1	162.6	CLsat2	109.6	53	SEGMENT_RESOLVED	CLsat1,CLsat3
L208.2	CLsat3	179.7	CLsat1	152.4	27.3	SEGMENT_RESOLVED	CLsat1,CLsat3
L209.1	CLsat1	159.4	CLsat2	107.9	51.5	SEGMENT_RESOLVED	CLsat1,CLsat3
L209.2	CLsat3	173.1	CLsat1	154.1	19	SEGMENT_RESOLVED	CLsat1,CLsat3
L210.1	CLsat3	163.7	CLsat2	102.8	60.9	SEGMENT_RESOLVED	CLsat1,CLsat3
L210.2	CLsat1	155	CLsat3	144.9	10.1	SEGMENT_RESOLVED_AMBIGUOUS	CLsat1,CLsat3
L211	CLsat1	154.8	CLsat2	105.7	-49.1	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L212	CLsat1	162.6	CLsat2	108.3	-54.3	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L213	CLsat1	156.6	CLsat2	105.8	-50.8	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L214	CLsat1	158.6	CLsat2	107.1	-51.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L215.1	CLsat1	160.6	CLsat2	106	54.6	SEGMENT_RESOLVED	CLsat1,CLsat3
L215.2	CLsat3	177.8	CLsat1	139.2	38.6	SEGMENT_RESOLVED	CLsat1,CLsat3
L216	CLsat3	176.2	CLsat2	108.7	-67.5	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
L217	CLsat1	164	CLsat2	107.6	-56.4	UNIQUE_SEED_WITH_COMPETITOR	CLsat1
L218	CLsat3	167.2	CLsat2	103	-64.2	UNIQUE_SEED_WITH_COMPETITOR	CLsat3
